Timestamp,obs_id,SiteId,Value
02-01-2010 00:30,2618693,302,50225.75868
02-01-2010 00:45,781673,302,50225.75868
02-01-2010 01:00,4093805,302,50225.75868
02-01-2010 01:15,3371322,302,50225.75868
02-01-2010 01:30,2564110,302,50225.75868
02-01-2010 01:45,1238980,302,50225.75868
02-01-2010 02:00,1237869,302,50225.75868
02-01-2010 02:15,5708211,302,50225.75868
02-01-2010 02:30,3964315,302,50225.75868
02-01-2010 02:45,7639938,302,50225.75868
02-01-2010 03:00,5694822,302,50225.75868
02-01-2010 03:15,6522876,302,50225.75868
02-01-2010 03:30,3703500,302,50225.75868
02-01-2010 03:45,2160028,302,50225.75868
02-01-2010 04:00,6801170,302,50225.75868
02-01-2010 04:15,1514784,302,50225.75868
02-01-2010 04:30,7675110,302,50225.75868
02-01-2010 04:45,3130907,302,50225.75868
02-01-2010 05:00,1253519,302,50225.75868
02-01-2010 05:15,2982624,302,50225.75868
02-01-2010 05:30,4716769,302,50225.75868
02-01-2010 05:45,7576008,302,50225.75868
02-01-2010 06:00,5039074,302,50225.75868
02-01-2010 06:15,5300682,302,50225.75868
02-01-2010 06:30,6600576,302,50225.75868
02-01-2010 06:45,1674699,302,50225.75868
02-01-2010 07:00,2005925,302,50225.75868
02-01-2010 07:15,2157003,302,50225.75868
02-01-2010 07:30,3690957,302,50225.75868
02-01-2010 07:45,5028535,302,50225.75868
02-01-2010 08:00,4308456,302,50225.75868
02-01-2010 08:15,4455476,302,50225.75868
02-01-2010 08:30,244814,302,50225.75868
02-01-2010 08:45,7194319,302,50225.75868
02-01-2010 09:00,7327927,302,50225.75868
02-01-2010 09:15,3299776,302,50225.75868
02-01-2010 09:30,2720632,302,50225.75868
02-01-2010 09:45,4480034,302,50225.75868
02-01-2010 10:00,3851342,302,50225.75868
02-01-2010 10:15,3052402,302,50225.75868
02-01-2010 10:30,4708426,302,50225.75868
02-01-2010 10:45,6722846,302,50225.75868
02-01-2010 11:00,1652706,302,50225.75868
02-01-2010 11:15,1398616,302,50225.75868
02-01-2010 11:30,186001,302,50225.75868
02-01-2010 11:45,452685,302,50225.75868
02-01-2010 12:00,3471645,302,50225.75868
02-01-2010 12:15,4751804,302,50225.75868
02-01-2010 12:30,2739111,302,50225.75868
02-01-2010 12:45,3206823,302,50225.75868
02-01-2010 13:00,1648000,302,50225.75868
02-01-2010 13:15,493871,302,50225.75868
02-01-2010 13:30,2284452,302,50225.75868
02-01-2010 13:45,2985958,302,50225.75868
02-01-2010 14:00,2094858,302,50225.75868
02-01-2010 14:15,7392334,302,50225.75868
02-01-2010 14:30,38884,302,50225.75868
02-01-2010 14:45,2105445,302,50225.75868
02-01-2010 15:00,6676478,302,50225.75868
02-01-2010 15:15,2572524,302,50225.75868
02-01-2010 15:30,4365769,302,50225.75868
02-01-2010 15:45,5260171,302,50225.75868
02-01-2010 16:00,7132772,302,50225.75868
02-01-2010 16:15,4164403,302,50225.75868
02-01-2010 16:30,779671,302,50225.75868
02-01-2010 16:45,818600,302,50225.75868
02-01-2010 17:00,4910941,302,50225.75868
02-01-2010 17:15,3911400,302,50225.75868
02-01-2010 17:30,1425300,302,50225.75868
02-01-2010 17:45,6401298,302,50225.75868
02-01-2010 18:00,6011330,302,50225.75868
02-01-2010 18:15,5769127,302,50225.75868
02-01-2010 18:30,1258023,302,50225.75868
02-01-2010 18:45,5461168,302,50225.75868
02-01-2010 19:00,2880990,302,50225.75868
02-01-2010 19:15,5695366,302,50225.75868
02-01-2010 19:30,1892342,302,50225.75868
02-01-2010 19:45,1086870,302,50225.75868
02-01-2010 20:00,4726644,302,50225.75868
02-01-2010 20:15,7579582,302,50225.75868
02-01-2010 20:30,6317579,302,50225.75868
02-01-2010 20:45,4629704,302,50225.75868
02-01-2010 21:00,4577686,302,50225.75868
02-01-2010 21:15,5322228,302,50225.75868
02-01-2010 21:30,2946920,302,50225.75868
02-01-2010 21:45,3095428,302,50225.75868
02-01-2010 22:00,6556601,302,50225.75868
02-01-2010 22:15,4204501,302,50225.75868
02-01-2010 22:30,5781276,302,50225.75868
02-01-2010 22:45,3740832,302,50225.75868
02-01-2010 23:00,4597642,302,50225.75868
02-01-2010 23:15,3699263,302,50225.75868
02-01-2010 23:30,317053,302,50225.75868
02-01-2010 23:45,6981212,302,50225.75868
03-01-2010 00:00,5188242,302,50225.75868
03-01-2010 00:15,6918315,302,50225.75868
03-01-2010 00:30,71264,302,50225.75868
03-01-2010 00:45,4769137,302,50225.75868
03-01-2010 01:00,3438002,302,50225.75868
03-01-2010 01:15,75565,302,50225.75868
03-01-2010 01:30,3379837,302,50225.75868
03-01-2010 01:45,230818,302,50225.75868
03-01-2010 02:00,3063396,302,50225.75868
03-01-2010 02:15,6409834,302,50225.75868
03-01-2010 02:30,5277491,302,50225.75868
03-01-2010 02:45,6331107,302,50225.75868
03-01-2010 03:00,1277817,302,50225.75868
03-01-2010 03:15,1080973,302,50225.75868
03-01-2010 03:30,6939289,302,50225.75868
03-01-2010 03:45,3385245,302,50225.75868
03-01-2010 04:00,4647692,302,50225.75868
03-01-2010 04:15,4353874,302,50225.75868
03-01-2010 04:30,1248588,302,50225.75868
03-01-2010 04:45,824288,302,50225.75868
03-01-2010 05:00,6764212,302,50225.75868
03-01-2010 05:15,2965348,302,50225.75868
03-01-2010 05:30,3987588,302,50225.75868
03-01-2010 05:45,1363556,302,50225.75868
03-01-2010 06:00,4052850,302,50225.75868
03-01-2010 06:15,1917794,302,50225.75868
03-01-2010 06:30,3443074,302,50225.75868
03-01-2010 06:45,6151992,302,50225.75868
03-01-2010 07:00,4949562,302,50225.75868
03-01-2010 07:15,3932684,302,50225.75868
03-01-2010 07:30,5261214,302,50225.75868
03-01-2010 07:45,6723694,302,50225.75868
03-01-2010 08:00,5679644,302,50225.75868
03-01-2010 08:15,2768269,302,50225.75868
03-01-2010 08:30,4557629,302,50225.75868
03-01-2010 08:45,7073088,302,50225.75868
03-01-2010 09:00,292757,302,50225.75868
03-01-2010 09:15,4269643,302,50225.75868
03-01-2010 09:30,4403855,302,50225.75868
03-01-2010 09:45,1406592,302,50225.75868
03-01-2010 10:00,7744278,302,50225.75868
03-01-2010 10:15,6613520,302,50225.75868
03-01-2010 10:30,6365729,302,50225.75868
03-01-2010 10:45,2872029,302,50225.75868
03-01-2010 11:00,5218954,302,50225.75868
03-01-2010 11:15,1708903,302,50225.75868
03-01-2010 11:30,48823,302,50225.75868
03-01-2010 11:45,6983929,302,50225.75868
03-01-2010 12:00,7760987,302,50225.75868
03-01-2010 12:15,6188068,302,50225.75868
03-01-2010 12:30,3556846,302,50225.75868
03-01-2010 12:45,1573031,302,50225.75868
03-01-2010 13:00,4751771,302,50225.75868
03-01-2010 13:15,4558406,302,50225.75868
03-01-2010 13:30,743843,302,50225.75868
03-01-2010 13:45,6002295,302,50225.75868
03-01-2010 14:00,3306707,302,50225.75868
03-01-2010 14:15,1854373,302,50225.75868
03-01-2010 14:30,7195496,302,50225.75868
03-01-2010 14:45,52763,302,50225.75868
03-01-2010 15:00,6729257,302,50225.75868
03-01-2010 15:15,4978179,302,50225.75868
03-01-2010 15:30,1337322,302,50225.75868
03-01-2010 15:45,7424269,302,50225.75868
03-01-2010 16:00,7075442,302,50225.75868
03-01-2010 16:15,7184245,302,50225.75868
03-01-2010 16:30,7445457,302,50225.75868
03-01-2010 16:45,3027695,302,50225.75868
03-01-2010 17:00,2123915,302,50225.75868
03-01-2010 17:15,2494124,302,50225.75868
03-01-2010 17:30,3648534,302,50225.75868
03-01-2010 17:45,7050690,302,50225.75868
03-01-2010 18:00,3944820,302,50225.75868
03-01-2010 18:15,1962440,302,50225.75868
03-01-2010 18:30,3252532,302,50225.75868
03-01-2010 18:45,4502761,302,50225.75868
03-01-2010 19:00,6574665,302,50225.75868
03-01-2010 19:15,2057062,302,50225.75868
03-01-2010 19:30,1690688,302,50225.75868
03-01-2010 19:45,1078177,302,50225.75868
03-01-2010 20:00,6364904,302,50225.75868
03-01-2010 20:15,6973468,302,50225.75868
03-01-2010 20:30,2192113,302,50225.75868
03-01-2010 20:45,5356128,302,50225.75868
03-01-2010 21:00,6253845,302,50225.75868
03-01-2010 21:15,2879607,302,50225.75868
03-01-2010 21:30,5676421,302,50225.75868
03-01-2010 21:45,3666944,302,50225.75868
03-01-2010 22:00,5666173,302,50225.75868
03-01-2010 22:15,720288,302,50225.75868
03-01-2010 22:30,7377282,302,50225.75868
03-01-2010 22:45,4201790,302,50225.75868
03-01-2010 23:00,6624025,302,50225.75868
03-01-2010 23:15,6501393,302,50225.75868
03-01-2010 23:30,1827917,302,50225.75868
03-01-2010 23:45,6261074,302,50225.75868
04-01-2010 00:00,2260069,302,50225.75868
04-01-2010 00:15,4700673,302,50225.75868
04-01-2010 00:30,3645929,302,50225.75868
04-01-2010 00:45,6511205,302,50225.75868
04-01-2010 01:00,3307667,302,50225.75868
04-01-2010 01:15,4358288,302,50225.75868
04-01-2010 01:30,868533,302,50225.75868
04-01-2010 01:45,7851797,302,50225.75868
04-01-2010 02:00,3676287,302,50225.75868
04-01-2010 02:15,3506981,302,50225.75868
04-01-2010 02:30,2866119,302,50225.75868
04-01-2010 02:45,2709530,302,50225.75868
04-01-2010 03:00,3716341,302,50225.75868
04-01-2010 03:15,5254340,302,50225.75868
04-01-2010 03:30,6730885,302,50225.75868
04-01-2010 03:45,779524,302,50225.75868
04-01-2010 04:00,3493822,302,50225.75868
04-01-2010 04:15,7377174,302,50225.75868
04-01-2010 04:30,4913204,302,50225.75868
04-01-2010 04:45,5700064,302,50225.75868
04-01-2010 05:00,794214,302,50225.75868
04-01-2010 05:15,1697937,302,50225.75868
04-01-2010 05:30,5047403,302,50225.75868
04-01-2010 05:45,1837120,302,50225.75868
04-01-2010 06:00,1187423,302,50225.75868
04-01-2010 06:15,1814640,302,50225.75868
04-01-2010 06:30,905609,302,50225.75868
04-01-2010 06:45,162834,302,50225.75868
04-01-2010 07:00,1502341,302,50225.75868
04-01-2010 07:15,2387817,302,50225.75868
04-01-2010 07:30,6745937,302,50225.75868
04-01-2010 07:45,5828677,302,50225.75868
04-01-2010 08:00,1969897,302,50225.75868
04-01-2010 08:15,2385075,302,50225.75868
04-01-2010 08:30,2342162,302,50225.75868
04-01-2010 08:45,3602137,302,50225.75868
04-01-2010 09:00,3819353,302,50225.75868
04-01-2010 09:15,3602121,302,50225.75868
04-01-2010 09:30,2669654,302,50225.75868
04-01-2010 09:45,7712128,302,50225.75868
04-01-2010 10:00,697680,302,50225.75868
04-01-2010 10:15,4827080,302,50225.75868
04-01-2010 10:30,3825264,302,50225.75868
04-01-2010 10:45,6505960,302,50225.75868
04-01-2010 11:00,1409471,302,50225.75868
04-01-2010 11:15,4385885,302,50225.75868
04-01-2010 11:30,1322228,302,50225.75868
04-01-2010 11:45,7139063,302,50225.75868
04-01-2010 12:00,1918290,302,50225.75868
04-01-2010 12:15,6141128,302,50225.75868
04-01-2010 12:30,2950946,302,50225.75868
04-01-2010 12:45,3956186,302,50225.75868
04-01-2010 13:00,1232859,302,50225.75868
04-01-2010 13:15,561771,302,50225.75868
04-01-2010 13:30,6025995,302,50225.75868
04-01-2010 13:45,5844521,302,50225.75868
04-01-2010 14:00,2406020,302,50225.75868
04-01-2010 14:15,2086690,302,50225.75868
04-01-2010 14:30,1562658,302,50225.75868
04-01-2010 14:45,381748,302,50225.75868
04-01-2010 15:00,3995097,302,50225.75868
04-01-2010 15:15,7110267,302,50225.75868
04-01-2010 15:30,1309587,302,50225.75868
04-01-2010 15:45,910463,302,50225.75868
04-01-2010 16:00,6412906,302,50225.75868
04-01-2010 16:15,1620994,302,50225.75868
04-01-2010 16:30,6261333,302,50225.75868
04-01-2010 16:45,4499150,302,50225.75868
04-01-2010 17:00,2416713,302,50225.75868
04-01-2010 17:15,993427,302,50225.75868
04-01-2010 17:30,2737989,302,50225.75868
04-01-2010 17:45,2203904,302,50225.75868
04-01-2010 18:00,3281656,302,50225.75868
04-01-2010 18:15,5688679,302,50225.75868
04-01-2010 18:30,479880,302,50225.75868
04-01-2010 18:45,682169,302,50225.75868
04-01-2010 19:00,2481086,302,50225.75868
04-01-2010 19:15,2855065,302,50225.75868
04-01-2010 19:30,103896,302,50225.75868
04-01-2010 19:45,5698467,302,50225.75868
04-01-2010 20:00,3952513,302,50225.75868
04-01-2010 20:15,5569336,302,50225.75868
04-01-2010 20:30,5225422,302,50225.75868
04-01-2010 20:45,6603024,302,50225.75868
04-01-2010 21:00,7684382,302,50225.75868
04-01-2010 21:15,7437893,302,50225.75868
04-01-2010 21:30,3504299,302,50225.75868
04-01-2010 21:45,7633081,302,50225.75868
04-01-2010 22:00,7472375,302,50225.75868
04-01-2010 22:15,1152422,302,50225.75868
04-01-2010 22:30,2325489,302,50225.75868
04-01-2010 22:45,4621813,302,50225.75868
04-01-2010 23:00,5601395,302,50225.75868
04-01-2010 23:15,2001447,302,50225.75868
04-01-2010 23:30,1683049,302,50225.75868
04-01-2010 23:45,4981799,302,50225.75868
05-01-2010 00:00,1495956,302,50225.75868
05-01-2010 00:15,1488556,302,50225.75868
05-01-2010 00:30,1328598,302,50225.75868
05-01-2010 00:45,6180613,302,50225.75868
05-01-2010 01:00,6888574,302,50225.75868
05-01-2010 01:15,5181402,302,50225.75868
05-01-2010 01:30,4976397,302,50225.75868
05-01-2010 01:45,3718662,302,50225.75868
05-01-2010 02:00,5147505,302,50225.75868
05-01-2010 02:15,651753,302,50225.75868
05-01-2010 02:30,6143185,302,50225.75868
05-01-2010 02:45,6159167,302,50225.75868
05-01-2010 03:00,509189,302,50225.75868
05-01-2010 03:15,4178616,302,50225.75868
05-01-2010 03:30,3003301,302,50225.75868
05-01-2010 03:45,4746785,302,50225.75868
05-01-2010 04:00,7730932,302,50225.75868
05-01-2010 04:15,1901290,302,50225.75868
05-01-2010 04:30,4250502,302,50225.75868
05-01-2010 04:45,6438915,302,50225.75868
05-01-2010 05:00,2066324,302,50225.75868
05-01-2010 05:15,5295841,302,50225.75868
05-01-2010 05:30,1014744,302,50225.75868
05-01-2010 05:45,6292963,302,50225.75868
05-01-2010 06:00,1792610,302,50225.75868
05-01-2010 06:15,6817785,302,50225.75868
05-01-2010 06:30,4389652,302,50225.75868
05-01-2010 06:45,4323149,302,50225.75868
05-01-2010 07:00,1383436,302,50225.75868
05-01-2010 07:15,1759923,302,50225.75868
05-01-2010 07:30,4613659,302,50225.75868
05-01-2010 07:45,2451671,302,50225.75868
05-01-2010 08:00,972869,302,50225.75868
05-01-2010 08:15,4736505,302,50225.75868
05-01-2010 08:30,4168404,302,50225.75868
05-01-2010 08:45,4147346,302,50225.75868
05-01-2010 09:00,3423443,302,50225.75868
05-01-2010 09:15,3153644,302,50225.75868
05-01-2010 09:30,2902387,302,50225.75868
05-01-2010 09:45,1568178,302,50225.75868
05-01-2010 10:00,4559697,302,50225.75868
05-01-2010 10:15,4968592,302,50225.75868
05-01-2010 10:30,3979257,302,50225.75868
05-01-2010 10:45,6129684,302,50225.75868
05-01-2010 11:00,1919558,302,50225.75868
05-01-2010 11:15,5271991,302,50225.75868
05-01-2010 11:30,1668220,302,50225.75868
05-01-2010 11:45,2654803,302,50225.75868
05-01-2010 12:00,553218,302,50225.75868
05-01-2010 12:15,248980,302,50225.75868
05-01-2010 12:30,3132305,302,50225.75868
05-01-2010 12:45,224672,302,50225.75868
05-01-2010 13:00,1364662,302,50225.75868
05-01-2010 13:15,5865350,302,50225.75868
05-01-2010 13:30,6022189,302,50225.75868
05-01-2010 13:45,2145830,302,50225.75868
05-01-2010 14:00,4672808,302,50225.75868
05-01-2010 14:15,559256,302,50225.75868
05-01-2010 14:30,6475417,302,50225.75868
05-01-2010 14:45,5101611,302,50225.75868
05-01-2010 15:00,3677245,302,50225.75868
05-01-2010 15:15,1209196,302,50225.75868
05-01-2010 15:30,485730,302,50225.75868
05-01-2010 15:45,7089067,302,50225.75868
05-01-2010 16:00,5233973,302,50225.75868
05-01-2010 16:15,6271358,302,50225.75868
05-01-2010 16:30,7226607,302,50225.75868
05-01-2010 16:45,5080577,302,50225.75868
05-01-2010 17:00,7854505,302,50225.75868
05-01-2010 17:15,222013,302,50225.75868
05-01-2010 17:30,3517835,302,50225.75868
05-01-2010 17:45,1843734,302,50225.75868
05-01-2010 18:00,2469963,302,50225.75868
05-01-2010 18:15,7815390,302,50225.75868
05-01-2010 18:30,3605684,302,50225.75868
05-01-2010 18:45,151547,302,50225.75868
05-01-2010 19:00,6372619,302,50225.75868
05-01-2010 19:15,2537706,302,50225.75868
05-01-2010 19:30,3286412,302,50225.75868
05-01-2010 19:45,2456851,302,50225.75868
05-01-2010 20:00,2588659,302,50225.75868
05-01-2010 20:15,5836578,302,50225.75868
05-01-2010 20:30,6327831,302,50225.75868
05-01-2010 20:45,2247160,302,50225.75868
05-01-2010 21:00,3323503,302,50225.75868
05-01-2010 21:15,3468167,302,50225.75868
05-01-2010 21:30,6769495,302,50225.75868
05-01-2010 21:45,2641019,302,50225.75868
05-01-2010 22:00,2003717,302,50225.75868
05-01-2010 22:15,5175416,302,50225.75868
05-01-2010 22:30,4591329,302,50225.75868
05-01-2010 22:45,1684918,302,50225.75868
05-01-2010 23:00,4353152,302,50225.75868
05-01-2010 23:15,6209997,302,50225.75868
05-01-2010 23:30,2829931,302,50225.75868
05-01-2010 23:45,4582870,302,50225.75868
06-01-2010 00:00,6635006,302,50225.75868
06-01-2010 00:15,5139808,302,50225.75868
06-01-2010 00:30,5201037,302,50225.75868
06-01-2010 00:45,5007450,302,50225.75868
06-01-2010 01:00,4523929,302,50225.75868
06-01-2010 01:15,3607619,302,50225.75868
06-01-2010 01:30,5334381,302,50225.75868
06-01-2010 01:45,2421303,302,50225.75868
06-01-2010 02:00,2883090,302,50225.75868
06-01-2010 02:15,5593893,302,50225.75868
06-01-2010 02:30,5374761,302,50225.75868
06-01-2010 02:45,3458162,302,50225.75868
06-01-2010 03:00,6424390,302,50225.75868
06-01-2010 03:15,3646645,302,50225.75868
06-01-2010 03:30,1870965,302,50225.75868
06-01-2010 03:45,3205937,302,50225.75868
06-01-2010 04:00,6890611,302,50225.75868
06-01-2010 04:15,7723221,302,50225.75868
06-01-2010 04:30,4904542,302,50225.75868
06-01-2010 04:45,4895717,302,50225.75868
06-01-2010 05:00,1326206,302,50225.75868
06-01-2010 05:15,3243812,302,50225.75868
06-01-2010 05:30,3377714,302,50225.75868
06-01-2010 05:45,2629984,302,50225.75868
06-01-2010 06:00,6659712,302,50225.75868
06-01-2010 06:15,3931718,302,50225.75868
06-01-2010 06:30,7440699,302,50225.75868
06-01-2010 06:45,1949903,302,50225.75868
06-01-2010 07:00,7246704,302,50225.75868
06-01-2010 07:15,635549,302,50225.75868
06-01-2010 07:30,3885081,302,50225.75868
06-01-2010 07:45,6000127,302,50225.75868
06-01-2010 08:00,7353165,302,50225.75868
06-01-2010 08:15,2071701,302,50225.75868
06-01-2010 08:30,4478710,302,50225.75868
06-01-2010 08:45,1011114,302,50225.75868
06-01-2010 09:00,3115428,302,50225.75868
06-01-2010 09:15,3800196,302,50225.75868
06-01-2010 09:30,1648338,302,50225.75868
06-01-2010 09:45,4996280,302,50225.75868
06-01-2010 10:00,1294525,302,50225.75868
06-01-2010 10:15,6169025,302,50225.75868
06-01-2010 10:30,5276658,302,50225.75868
06-01-2010 10:45,6439690,302,50225.75868
06-01-2010 11:00,3634105,302,50225.75868
06-01-2010 11:15,286147,302,50225.75868
06-01-2010 11:30,2315383,302,50225.75868
06-01-2010 11:45,2746129,302,50225.75868
06-01-2010 12:00,3184716,302,50225.75868
06-01-2010 12:15,1753816,302,50225.75868
06-01-2010 12:30,867806,302,50225.75868
06-01-2010 12:45,6919700,302,50225.75868
06-01-2010 13:00,3887392,302,50225.75868
06-01-2010 13:15,3383217,302,50225.75868
06-01-2010 13:30,1169649,302,50225.75868
06-01-2010 13:45,4987691,302,50225.75868
06-01-2010 14:00,2817752,302,50225.75868
06-01-2010 14:15,5289347,302,50225.75868
06-01-2010 14:30,6137648,302,50225.75868
06-01-2010 14:45,2186639,302,50225.75868
06-01-2010 15:00,2330583,302,50225.75868
06-01-2010 15:15,6939167,302,50225.75868
06-01-2010 15:30,6037182,302,50225.75868
06-01-2010 15:45,5571237,302,50225.75868
06-01-2010 16:00,3939835,302,50225.75868
06-01-2010 16:15,5140176,302,50225.75868
06-01-2010 16:30,2401199,302,50225.75868
06-01-2010 16:45,5192346,302,50225.75868
06-01-2010 17:00,2600171,302,50225.75868
06-01-2010 17:15,4594561,302,50225.75868
06-01-2010 17:30,6204752,302,50225.75868
06-01-2010 17:45,7026500,302,50225.75868
06-01-2010 18:00,1863073,302,50225.75868
06-01-2010 18:15,3415438,302,50225.75868
06-01-2010 18:30,7242783,302,50225.75868
06-01-2010 18:45,1959222,302,50225.75868
06-01-2010 19:00,3347105,302,50225.75868
06-01-2010 19:15,2478533,302,50225.75868
06-01-2010 19:30,1431551,302,50225.75868
06-01-2010 19:45,5972934,302,50225.75868
06-01-2010 20:00,6404594,302,50225.75868
06-01-2010 20:15,326525,302,50225.75868
06-01-2010 20:30,954043,302,50225.75868
06-01-2010 20:45,4299339,302,50225.75868
06-01-2010 21:00,4729348,302,50225.75868
06-01-2010 21:15,2938608,302,50225.75868
06-01-2010 21:30,2276156,302,50225.75868
06-01-2010 21:45,3654731,302,50225.75868
06-01-2010 22:00,2506617,302,50225.75868
06-01-2010 22:15,4420955,302,50225.75868
06-01-2010 22:30,158832,302,50225.75868
06-01-2010 22:45,6162475,302,50225.75868
06-01-2010 23:00,1194207,302,50225.75868
06-01-2010 23:15,5905579,302,50225.75868
06-01-2010 23:30,7481893,302,50225.75868
06-01-2010 23:45,6031304,302,50225.75868
07-01-2010 00:00,3137680,302,50225.75868
07-01-2010 00:15,3415159,302,50225.75868
07-01-2010 00:30,6911893,302,50225.75868
07-01-2010 00:45,132252,302,50225.75868
07-01-2010 01:00,3246342,302,50225.75868
07-01-2010 01:15,4121524,302,50225.75868
07-01-2010 01:30,4091777,302,50225.75868
07-01-2010 01:45,551984,302,50225.75868
07-01-2010 02:00,4104462,302,50225.75868
07-01-2010 02:15,4226943,302,50225.75868
07-01-2010 02:30,2298097,302,50225.75868
07-01-2010 02:45,7807157,302,50225.75868
07-01-2010 03:00,2406046,302,50225.75868
07-01-2010 03:15,5099031,302,50225.75868
07-01-2010 03:30,6762112,302,50225.75868
07-01-2010 03:45,1005250,302,50225.75868
07-01-2010 04:00,2497917,302,50225.75868
07-01-2010 04:15,503145,302,50225.75868
07-01-2010 04:30,4790237,302,50225.75868
07-01-2010 04:45,6933353,302,50225.75868
07-01-2010 05:00,2802919,302,50225.75868
07-01-2010 05:15,771352,302,50225.75868
07-01-2010 05:30,6856198,302,50225.75868
07-01-2010 05:45,3923334,302,50225.75868
07-01-2010 06:00,1508754,302,50225.75868
07-01-2010 06:15,4681339,302,50225.75868
07-01-2010 06:30,5829647,302,50225.75868
07-01-2010 06:45,6815703,302,50225.75868
07-01-2010 07:00,356844,302,50225.75868
07-01-2010 07:15,1447434,302,50225.75868
07-01-2010 07:30,6672920,302,50225.75868
07-01-2010 07:45,1207159,302,50225.75868
07-01-2010 08:00,3037411,302,50225.75868
